song	artist	hip_hop_rnb	genre
"Young Love (Strong Love)"	The Judds	0	Country / Rock
"Is It Still Over?"	Randy Travis	0	Country / Rock
"If I Had You"	Alabama	0	Country / Rock
"After All This Time"	Rodney Crowell	0	Country / Rock
"Where Did I Go Wrong"	Steve Wariner	0	Country / Rock
"A Better Man"	Clint Black	0	Country / Rock
"Love Out Loud"	Earl Thomas Conley	0	Country / Rock
"I Don't Want to Spoil the Party"	Rosanne Cash	0	Country / Rock
"Come from the Heart"	Kathy Mattea	0	Country / Rock
"Lovin' Only Me"	Ricky Skaggs	0	Country / Rock
"In a Letter to You"	Eddy Raven	0	Country / Rock
"What's Going On in Your World"	George Strait	0	Country / Rock
"Cathy's Clown"	Reba McEntire	0	Country / Rock
"Why'd You Come in Here Lookin' Like That"	Dolly Parton	0	Country / Rock
"Timber, I'm Falling in Love"	Patty Loveless	0	Country / Rock
"Sunday in the South"	Shenandoah	0	Country / Rock
"Are You Ever Gonna Love Me"	Holly Dunn	0	Country / Rock
"I'm Still Crazy"	Vern Gosdin	0	Country / Rock
"I Wonder Do You Think of Me"	Keith Whitley	0	Country / Rock
"Nothing I Can Do About It Now"	Willie Nelson	0	Country / Rock
"Above and Beyond"	Rodney Crowell	0	Country / Rock
"Let Me Tell You About Love"	The Judds	0	Country / Rock
"I Got Dreams"	Steve Wariner	0	Country / Rock
"Killin' Time"	Clint Black	0	Country / Rock
"Living Proof"	Ricky Van Shelton	0	Country / Rock
"High Cotton"	Alabama	0	Country / Rock
"Ace in the Hole"	George Strait	0	Country / Rock
"Burnin' Old Memories"	Kathy Mattea	0	Country / Rock
"Bayou Boys"	Eddy Raven	0	Country / Rock
"Yellow Roses"	Dolly Parton	0	Country / Rock
"It's Just a Matter of Time"	Randy Travis	0	Country / Rock
"If Tomorrow Never Comes"	Garth Brooks	0	Country / Rock
"Two Dozen Roses"	Shenandoah	0	Country / Rock
"A Woman in Love"	Ronnie Milsap	0	Country / Rock
"Who's Lonely Now"	Highway 101	0	Country / Rock
"Who's Lonely Now"	Highway 101	0	Country / Rock
"It Ain't Nothin'"	Keith Whitley	0	Country / Rock
"Nobody's Home"	Clint Black	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Southern Star"	Alabama	0	Country / Rock
"On Second Thought"	Eddie Rabbitt	0	Country / Rock
		0	Country / Rock
"No Matter How High"	The Oak Ridge Boys	0	Country / Rock
"Chains"	Patty Loveless	0	Country / Rock
"Hard Rock Bottom of Your Heart"	Randy Travis	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Five Minutes"	Lorrie Morgan	0	Country / Rock
"Love on Arrival"	Dan Seals	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Help Me Hold On"	Travis Tritt	0	Country / Rock
"Walkin' Away"	Clint Black	0	Country / Rock
		0	Country / Rock
"I've Cried My Last Tear for You"	Ricky Van Shelton	0	Country / Rock
"Love Without End, Amen"	George Strait	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"The Dance"	Garth Brooks	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Good Times"	Dan Seals	0	Country / Rock
		0	Country / Rock
"Next to You, Next to Me"	Shenandoah	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Jukebox in My Mind"	Alabama	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Friends in Low Places"	Garth Brooks	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"You Lie"	Reba McEntire	0	Country / Rock
"Home"	Joe Diffie	0	Country / Rock
"You Really Had Me Going"	Holly Dunn	0	Country / Rock
"Come Next Monday"	K. T. Oslin	0	Country / Rock
		0	Country / Rock
"I've Come to Expect It from You"	George Strait	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"I've Come to Expect It from You"	George Strait	0	Country / Rock
"Unanswered Prayers"	Garth Brooks	0	Country / Rock
		0	Country / Rock
"Forever's as Far as I'll Go"	Alabama	0	Country / Rock
"Daddy's Come Around"	Paul Overstreet	0	Country / Rock
"Brother Jukebox"	Mark Chesnutt	0	Country / Rock
		0	Country / Rock
"Walk on Faith"	Mike Reid	0	Country / Rock
		0	Country / Rock
"I'd Love You All Over Again"	Alan Jackson	0	Country / Rock
		0	Country / Rock
"Loving Blind"	Clint Black	0	Country / Rock
		0	Country / Rock
"Two of a Kind, Workin' on a Full House"	Garth Brooks	0	Country / Rock
"Down Home"	Alabama	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Rockin' Years"	Dolly Parton with Ricky Van Shelton	0	Country / Rock
"If I Know Me"	George Strait	0	Country / Rock
		0	Country / Rock
"In a Different Light"	Doug Stone	0	Country / Rock
"Meet in the Middle"	Diamond Rio	0	Country / Rock
		0	Country / Rock
"If the Devil Danced (In Empty Pockets)"	Joe Diffie	0	Country / Rock
"The Thunder Rolls"	Garth Brooks	0	Country / Rock
		0	Country / Rock
"Don't Rock the Jukebox"	Alan Jackson	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"I Am a Simple Man"	Ricky Van Shelton	0	Country / Rock
"She's in Love with the Boy"	Trisha Yearwood	0	Country / Rock
		0	Country / Rock
"You Know Me Better Than That"	George Strait	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Brand New Man"	Brooks & Dunn	0	Country / Rock
		0	Country / Rock
"Leap of Faith"	Lionel Cartwright	0	Country / Rock
"Where Are You Now"	Clint Black	0	Country / Rock
		0	Country / Rock
"Keep It Between the Lines"	Ricky Van Shelton	0	Country / Rock
		0	Country / Rock
"Anymore"	Travis Tritt	0	Country / Rock
		0	Country / Rock
"Someday"	Alan Jackson	0	Country / Rock
"Shameless"	Garth Brooks	0	Country / Rock
		0	Country / Rock
"Forever Together"	Randy Travis	0	Country / Rock
"For My Broken Heart"	Reba McEntire	0	Country / Rock
		0	Country / Rock
"My Next Broken Heart"	Brooks & Dunn	0	Country / Rock
		0	Country / Rock
"Love, Me"	Collin Raye	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Sticks and Stones"	Tracy Lawrence	0	Country / Rock
"A Jukebox with a Country Song"	Doug Stone	0	Country / Rock
		0	Country / Rock
"What She's Doing Now"	Garth Brooks	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Straight Tequila Night"	John Anderson	0	Country / Rock
"Dallas"	Alan Jackson	0	Country / Rock
"Is There Life Out There"	Reba McEntire	0	Country / Rock
		0	Country / Rock
"She Is His Only Need"	Wynonna	0	Country / Rock
"There Ain't Nothin' Wrong with the Radio"	Aaron Tippin	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Neon Moon"	Brooks & Dunn	0	Country / Rock
		0	Country / Rock
"Some Girls Do"	Sawyer Brown	0	Country / Rock
"Achy Breaky Heart"	Billy Ray Cyrus	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"I Saw the Light"	Wynonna	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"The River"	Garth Brooks	0	Country / Rock
"Boot Scootin' Boogie"	Brooks & Dunn	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"I'll Think of Something"	Mark Chesnutt	0	Country / Rock
"I Still Believe in You"	Vince Gill	0	Country / Rock
		0	Country / Rock
"Love's Got a Hold on You"	Alan Jackson	0	Country / Rock
		0	Country / Rock
"In This Life"	Collin Raye	0	Country / Rock
		0	Country / Rock
"If I Didn't Have You"	Randy Travis	0	Country / Rock
"No One Else on Earth"	Wynonna	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"I'm in a Hurry (And Don't Know Why)"	Alabama	0	Country / Rock
		0	Country / Rock
"I Cross My Heart"	George Strait	0	Country / Rock
		0	Country / Rock
"She's Got the Rhythm (And I Got the Blues)"	Alan Jackson	0	Country / Rock
"Don't Let Our Love Start Slippin' Away"	Vince Gill	0	Country / Rock
"Don't Let Our Love Start Slippin' Away"	Vince Gill	0	Country / Rock
		0	Country / Rock
"Somewhere Other Than the Night"	Garth Brooks	0	Country / Rock
"Look Heart, No Hands"	Randy Travis	0	Country / Rock
		0	Country / Rock
"Too Busy Being in Love"	Doug Stone	0	Country / Rock
"Can I Trust You with My Heart"	Travis Tritt	0	Country / Rock
		0	Country / Rock
"What Part of No"	Lorrie Morgan	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Heartland"	George Strait	0	Country / Rock
"When My Ship Comes In"	Clint Black	0	Country / Rock
		0	Country / Rock
"The Heart Won't Lie"	Reba McEntire & Vince Gill	0	Country / Rock
		0	Country / Rock
"She Don't Know She's Beautiful"	Sammy Kershaw	0	Country / Rock
"Alibis"	Tracy Lawrence	0	Country / Rock
		0	Country / Rock
"I Love the Way You Love Me"	John Michael Montgomery	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Should've Been a Cowboy"	Toby Keith	0	Country / Rock
		0	Country / Rock
"Blame It on Your Heart"	Patty Loveless	0	Country / Rock
		0	Country / Rock
"That Summer"	Garth Brooks	0	Country / Rock
"Money in the Bank"	John Anderson	0	Country / Rock
"Chattahoochee"	Alan Jackson	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"It Sure Is Monday"	Mark Chesnutt	0	Country / Rock
"Why Didn't I Think of That"	Doug Stone	0	Country / Rock
"Can't Break It to My Heart"	Tracy Lawrence	0	Country / Rock
"Thank God for You"	Sawyer Brown	0	Country / Rock
		0	Country / Rock
"Ain't Goin' Down ('Til the Sun Comes Up)"	Garth Brooks	0	Country / Rock
"Holdin' Heaven"	Tracy Byrd	0	Country / Rock
"Ain't Goin' Down ('Til the Sun Comes Up)"	Garth Brooks	0	Country / Rock
"One More Last Chance"	Vince Gill	0	Country / Rock
"What's It to You"	Clay Walker	0	Country / Rock
"Easy Come, Easy Go"	George Strait	0	Country / Rock
		0	Country / Rock
"Does He Love You"	Reba McEntire with Linda Davis	0	Country / Rock
"She Used to Be Mine"	Brooks & Dunn	0	Country / Rock
"Almost Goodbye"	Mark Chesnutt	0	Country / Rock
"Reckless"	Alabama	0	Country / Rock
"American Honky-Tonk Bar Association"	Garth Brooks	0	Country / Rock
"My Second Home"	Tracy Lawrence	0	Country / Rock
"I Don't Call Him Daddy"	Doug Supernaw	0	Country / Rock
		0	Country / Rock
"Wild One"	Faith Hill	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Live Until I Die"	Clay Walker	0	Country / Rock
"I Swear"	John Michael Montgomery	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"I Just Wanted You to Know"	Mark Chesnutt	0	Country / Rock
"Tryin' to Get Over You"	Vince Gill	0	Country / Rock
"No Doubt About It"	Neal McCoy	0	Country / Rock
		0	Country / Rock
"My Love"	Little Texas	0	Country / Rock
		0	Country / Rock
"If the Good Die Young"	Tracy Lawrence	0	Country / Rock
		0	Country / Rock
"Piece of My Heart"	Faith Hill	0	Country / Rock
"A Good Run of Bad Luck"	Clint Black	0	Country / Rock
"If Bubba Can Dance (I Can Too)"	Shenandoah	0	Country / Rock
"Your Love Amazes Me"	John Berry	0	Country / Rock
"Don't Take the Girl"	Tim McGraw	0	Country / Rock
		0	Country / Rock
"That Ain't No Way to Go"	Brooks & Dunn	0	Country / Rock
"Wink"	Neal McCoy	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Foolish Pride"	Travis Tritt	0	Country / Rock
"Summertime Blues"	Alan Jackson	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Be My Baby Tonight"	John Michael Montgomery	0	Country / Rock
		0	Country / Rock
"Dreaming with My Eyes Open"	Clay Walker	0	Country / Rock
"Whisper My Name"	Randy Travis	0	Country / Rock
"XXX's and OOO's (An American Girl)"	Trisha Yearwood	0	Country / Rock
		0	Country / Rock
"Third Rock from the Sun"	Joe Diffie	0	Country / Rock
		0	Country / Rock
"Who's That Man"	Toby Keith	0	Country / Rock
"She's Not the Cheatin' Kind"	Brooks & Dunn	0	Country / Rock
		0	Country / Rock
"Livin' on Love"	Alan Jackson	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Shut Up and Kiss Me"	Mary Chapin Carpenter	0	Country / Rock
"If I Could Make a Living"	Clay Walker	0	Country / Rock
"The Big One"	George Strait	0	Country / Rock
"If You've Got Love"	John Michael Montgomery	0	Country / Rock
"Pickup Man"	Joe Diffie	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Pickup Man"	Joe Diffie	0	Country / Rock
"Not a Moment Too Soon"	Tim McGraw	0	Country / Rock
		0	Country / Rock
"Gone Country"	Alan Jackson	0	Country / Rock
"Mi Vida Loca (My Crazy Life)"	Pam Tillis	0	Country / Rock
		0	Country / Rock
"My Kind of Girl"	Collin Raye	0	Country / Rock
"Old Enough to Know Better"	Wade Hayes	0	Country / Rock
		0	Country / Rock
"You Can't Make a Heart Love Somebody"	George Strait	0	Country / Rock
"This Woman and This Man"	Clay Walker	0	Country / Rock
		0	Country / Rock
"Thinkin' About You"	Trisha Yearwood	0	Country / Rock
		0	Country / Rock
"The Heart Is a Lonely Hunter"	Reba McEntire	0	Country / Rock
"I Can Love You Like That"	John Michael Montgomery	0	Country / Rock
"Little Miss Honky Tonk"	Brooks & Dunn	0	Country / Rock
"I Can Love You Like That"	John Michael Montgomery	0	Country / Rock
		0	Country / Rock
"Gonna Get a Life"	Mark Chesnutt	0	Country / Rock
"What Mattered Most"	Ty Herndon	0	Country / Rock
"Summer's Comin'"	Clint Black	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Texas Tornado"	Tracy Lawrence	0	Country / Rock
"Sold (The Grundy County Auction Incident)"	John Michael Montgomery	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Any Man of Mine"	Shania Twain	0	Country / Rock
		0	Country / Rock
"I Don't Even Know Your Name"	Alan Jackson	0	Country / Rock
"I Didn't Know My Own Strength"	Lorrie Morgan	0	Country / Rock
"You're Gonna Miss Me When I'm Gone"	Brooks & Dunn	0	Country / Rock
		0	Country / Rock
"Not on Your Love"	Jeff Carson	0	Country / Rock
"Someone Else's Star"	Bryan White	0	Country / Rock
"I Like It, I Love It"	Tim McGraw	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"She's Every Woman"	Garth Brooks	0	Country / Rock
"Dust on the Bottle"	David Lee Murphy	0	Country / Rock
		0	Country / Rock
"Check Yes or No"	George Strait	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Tall, Tall Trees"	Alan Jackson	0	Country / Rock
		0	Country / Rock
"That's as Close as I'll Get to Loving You"	Aaron Tippin	0	Country / Rock
		0	Country / Rock
"Rebecca Lynn"	Bryan White	0	Country / Rock
"It Matters to Me"	Faith Hill	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"(If You're Not in It for Love) I'm Outta Here!"	Shania Twain	0	Country / Rock
		0	Country / Rock
"Bigger Than the Beatles"	Joe Diffie	0	Country / Rock
		0	Country / Rock
"Wild Angels"	Martina McBride	0	Country / Rock
"I'll Try"	Alan Jackson	0	Country / Rock
"The Beaches of Cheyenne"	Garth Brooks	0	Country / Rock
"You Can Feel Bad"	Patty Loveless	0	Country / Rock
		0	Country / Rock
"To Be Loved by You"	Wynonna	0	Country / Rock
"No News"	Lonestar	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"You Win My Love"	Shania Twain	0	Country / Rock
		0	Country / Rock
"My Maria"	Brooks & Dunn	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Blue Clear Sky"	George Strait	0	Country / Rock
		0	Country / Rock
"Time Marches On"	Tracy Lawrence	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"No One Needs to Know"	Shania Twain	0	Country / Rock
"Daddy's Money"	Ricochet	0	Country / Rock
		0	Country / Rock
"Don't Get Me Started"	Rhett Akins	0	Country / Rock
"Carried Away"	George Strait	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"She Never Lets It Go to Her Heart"	Tim McGraw	0	Country / Rock
		0	Country / Rock
"Guys Do It All the Time"	Mindy McCready	0	Country / Rock
"So Much for Pretending"	Bryan White	0	Country / Rock
		0	Country / Rock
"Living in a Moment"	Ty Herndon	0	Country / Rock
"Believe Me Baby (I Lied)"	Trisha Yearwood	0	Country / Rock
		0	Country / Rock
"Like the Rain"	Clint Black	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Lonely Too Long"	Patty Loveless	0	Country / Rock
"Strawberry Wine"	Deana Carter	0	Country / Rock
		0	Country / Rock
"Little Bitty"	Alan Jackson	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"One Way Ticket (Because I Can)"	LeAnn Rimes	0	Country / Rock
"One Way Ticket (Because I Can)"	LeAnn Rimes	0	Country / Rock
"Nobody Knows"	Kevin Sharp	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"It's a Little Too Late"	Mark Chesnutt	0	Country / Rock
		0	Country / Rock
"A Man This Lonely"	Brooks & Dunn	0	Country / Rock
"Running Out of Reasons to Run"	Rick Trevino	0	Country / Rock
"Me Too"	Toby Keith	0	Country / Rock
"We Danced Anyway"	Deana Carter	0	Country / Rock
		0	Country / Rock
"How Was I to Know"	Reba McEntire	0	Country / Rock
"(This Ain't) No Thinkin' Thing"	Trace Adkins	0	Country / Rock
"Rumor Has It"	Clay Walker	0	Country / Rock
		0	Country / Rock
"One Night at a Time"	George Strait	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Sittin' on Go"	Bryan White	0	Country / Rock
"It's Your Love"	Tim McGraw (with Faith Hill)	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Carrying Your Love with Me"	George Strait	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Come Cryin' to Me"	Lonestar	0	Country / Rock
		0	Country / Rock
"She's Got It All"	Kenny Chesney	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"There Goes"	Alan Jackson	0	Country / Rock
"How Your Love Makes Me Feel"	Diamond Rio	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"How Do I Get There"	Deana Carter	0	Country / Rock
"Everywhere"	Tim McGraw	0	Country / Rock
		0	Country / Rock
"Love Gets Me Every Time"	Shania Twain	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"From Here to Eternity"	Michael Peterson	0	Country / Rock
"Longneck Bottle"	Garth Brooks	0	Country / Rock
		0	Country / Rock
"Longneck Bottle"	Garth Brooks	0	Country / Rock
"A Broken Wing"	Martina McBride	0	Country / Rock
"Just to See You Smile"	Tim McGraw	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"What If I Said"	Anita Cochran (duet with Steve Wariner)	0	Country / Rock
"Round About Way"	George Strait	0	Country / Rock
		0	Country / Rock
"Nothin' but the Taillights"	Clint Black	0	Country / Rock
		0	Country / Rock
"Perfect Love"	Trisha Yearwood	0	Country / Rock
		0	Country / Rock
"Bye, Bye"	Jo Dee Messina	0	Country / Rock
		0	Country / Rock
"You're Still the One"	Shania Twain	0	Country / Rock
"Two Piña Coladas"	Garth Brooks	0	Country / Rock
"This Kiss"	Faith Hill	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"I Just Want to Dance with You"	George Strait	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"If You See Him/If You See Her"	Reba McEntire/Brooks & Dunn	0	Country / Rock
		0	Country / Rock
"The Shoes You're Wearing"	Clint Black	0	Country / Rock
"I Can Still Feel You"	Collin Raye	0	Country / Rock
		0	Country / Rock
"To Make You Feel My Love"	Garth Brooks	0	Country / Rock
"There's Your Trouble"	Dixie Chicks	0	Country / Rock
		0	Country / Rock
"I'm Alright"	Jo Dee Messina	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"How Long Gone"	Brooks & Dunn	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Where the Green Grass Grows"	Tim McGraw	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Honey, I'm Home"	Shania Twain	0	Country / Rock
"Wide Open Spaces"	Dixie Chicks	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"It Must Be Love"	Ty Herndon	0	Country / Rock
"Let Me Let Go"	Faith Hill	0	Country / Rock
"Husbands and Wives"	Brooks & Dunn	0	Country / Rock
"You're Easy on the Eyes"	Terri Clark	0	Country / Rock
"You're Easy on the Eyes"	Terri Clark	0	Country / Rock
		0	Country / Rock
"Right on the Money"	Alan Jackson	0	Country / Rock
"Wrong Again"	Martina McBride	0	Country / Rock
"Stand Beside Me"	Jo Dee Messina	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"I Don't Want to Miss a Thing"	Mark Chesnutt	0	Country / Rock
		0	Country / Rock
"No Place That Far"	Sara Evans	0	Country / Rock
"You Were Mine"	Dixie Chicks	0	Country / Rock
		0	Country / Rock
"How Forever Feels"	Kenny Chesney	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Wish You Were Here"	Mark Wills	0	Country / Rock
"Please Remember Me"	Tim McGraw	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Write This Down"	George Strait	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Amazed"	Lonestar	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Single White Female"	Chely Wright	0	Country / Rock
"You Had Me from Hello"	Kenny Chesney	0	Country / Rock
"Something Like That"	Tim McGraw	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"I Love You"	Martina McBride	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"When I Said I Do"	Clint Black with Lisa Hartman Black	0	Country / Rock
"He Didn't Have to Be"	Brad Paisley	0	Country / Rock
"When I Said I Do"	Clint Black with Lisa Hartman Black	0	Country / Rock
"Breathe"	Faith Hill	0	Country / Rock
"Breathe"	Faith Hill	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Cowboy Take Me Away"	Dixie Chicks	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"My Best Friend"	Tim McGraw	0	Country / Rock
		0	Country / Rock
"Smile"	Lonestar	0	Country / Rock
"How Do You Like Me Now?!"	Toby Keith	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"The Best Day"	George Strait	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Buy Me a Rose"	Kenny Rogers with Alison Krauss & Billy Dean	0	Country / Rock
"The Way You Love Me"	Faith Hill	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Yes!"	Chad Brock	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"I Hope You Dance"	Lee Ann Womack with Sons of the Desert	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"What About Now"	Lonestar	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"It Must Be Love"	Alan Jackson	0	Country / Rock
"That's the Way"	Jo Dee Messina	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Kiss This"	Aaron Tippin	0	Country / Rock
		0	Country / Rock
"The Little Girl"	John Michael Montgomery	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Best of Intentions"	Travis Tritt	0	Country / Rock
"Just Another Day in Paradise"	Phil Vassar	0	Country / Rock
"We Danced"	Brad Paisley	0	Country / Rock
		0	Country / Rock
"My Next Thirty Years"	Tim McGraw	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"My Next Thirty Years"	Tim McGraw	0	Country / Rock
		0	Country / Rock
"Born to Fly"	Sara Evans	0	Country / Rock
"Without You"	Dixie Chicks	0	Country / Rock
"Tell Her"	Lonestar	0	Country / Rock
		0	Country / Rock
"There Is No Arizona"	Jamie O'Neal	0	Country / Rock
"But for the Grace of God"	Keith Urban	0	Country / Rock
"You Shouldn't Kiss Me Like This"	Toby Keith	0	Country / Rock
"One More Day"	Diamond Rio	0	Country / Rock
"You Shouldn't Kiss Me Like This"	Toby Keith	0	Country / Rock
		0	Country / Rock
"One More Day"	Diamond Rio	0	Country / Rock
"Who I Am"	Jessica Andrews	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Ain't Nothing 'bout You"	Brooks & Dunn	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Don't Happen Twice"	Kenny Chesney	0	Country / Rock
"Grown Men Don't Cry"	Tim McGraw	0	Country / Rock
"I'm Already There"	Lonestar	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"When I Think About Angels"	Jamie O'Neal	0	Country / Rock
"Austin"	Blake Shelton	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"I'm Just Talkin' About Tonight"	Toby Keith	0	Country / Rock
"What I Really Meant to Say"	Cyndi Thomson	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Where I Come From"	Alan Jackson	0	Country / Rock
		0	Country / Rock
"Only in America"	Brooks & Dunn	0	Country / Rock
"Where I Come From"	Alan Jackson	0	Country / Rock
"Angry All the Time"	Tim McGraw	0	Country / Rock
		0	Country / Rock
"I Wanna Talk About Me"	Toby Keith	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Where Were You (When the World Stopped Turning)"	Alan Jackson	0	Country / Rock
"Where Were You (When the World Stopped Turning)"	Alan Jackson	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Good Morning Beautiful"	Steve Holy	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Bring On the Rain"	Jo Dee Messina with Tim McGraw	0	Country / Rock
"The Cowboy in Me"	Tim McGraw	0	Country / Rock
"The Long Goodbye"	Brooks & Dunn	0	Country / Rock
"Blessed"	Martina McBride	0	Country / Rock
		0	Country / Rock
"I Breathe In, I Breathe Out"	Chris Cagle	0	Country / Rock
"My List"	Toby Keith	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Drive (For Daddy Gene)"	Alan Jackson	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Living and Living Well"	George Strait	0	Country / Rock
		0	Country / Rock
"I'm Gonna Miss Her (The Fishin' Song)"	Brad Paisley	0	Country / Rock
		0	Country / Rock
"Courtesy of the Red, White and Blue (The Angry American)"	Toby Keith	0	Country / Rock
"The Good Stuff"	Kenny Chesney	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Unbroken"	Tim McGraw	0	Country / Rock
"I Miss My Friend"	Darryl Worley	0	Country / Rock
"Beautiful Mess"	Diamond Rio	0	Country / Rock
"Ten Rounds with José Cuervo"	Tracy Byrd	0	Country / Rock
"Beautiful Mess"	Diamond Rio	0	Country / Rock
"Somebody Like You"	Keith Urban	0	Country / Rock
		0	Country / Rock
